scenario_id,object_id,min_ttc
scenario_f3fa9158-f2a2-474c-8e26-91f69250aaa4,55421,0.366
scenario_8d7f2f84-2903-40c7-bc6b-7c47a3772aab,104998,0.366
scenario_4c5b1314-0d3c-494f-9679-5f5c98499f69,17557,0.366
scenario_7431d86a-0694-4989-9dc0-a29477c2818a,15256,0.366
scenario_c4974904-c92d-4b98-9b93-31e22a5a3aa4,AV,0.366
scenario_04bc6e57-176e-460c-94b7-01a05e59860f,AV,0.366
scenario_8847542a-703b-42e3-be28-9ab8e27edacd,207836,0.366
scenario_8013b5d0-c81d-4145-a760-cfbf662fe4c5,10772,0.366
scenario_54129c5f-075b-45ff-a75c-ab583c5ce6f0,51702,0.366
scenario_565800f4-86cc-4032-9651-5c89ef7efbbb,2793,0.366
scenario_c3d40f3a-130c-4061-930b-d7a4183718bf,16295,0.366
scenario_fdc79ad1-53a5-4dd5-9a19-e34aa18e2869,10772,0.366
scenario_d7d211c0-5e4b-4237-b7b4-79ca617daef7,79743,0.366
scenario_61f04d77-8b87-4248-9795-319dc624c33f,12699,0.366
scenario_da8bcdea-2326-4ac4-9b31-831f30201148,1974,0.366
scenario_884cd0ae-0560-41c1-87e4-7e7c7e52c44f,3400,0.366
scenario_429039d1-7921-44f0-86ea-25fdee2df0eb,34516,0.366
scenario_5f6c401a-a6e4-4dd6-b9a2-008bdcdb38d4,33356,0.366
scenario_72921146-e82f-475d-98cd-97a2a74beabe,18394,0.366
scenario_b6636e8a-f711-4ed8-a48c-489055d2b59b,24037,0.366
scenario_401551e5-aec6-42a1-a8aa-8533cf1d84d0,6332,0.366
scenario_ebc464fb-6c65-4f18-9af2-71e2275a9f25,51196,0.366
scenario_b16623e7-c8f5-4f71-bd57-cf714a20923a,106275,0.366
scenario_79869c21-c3de-46bc-ad53-1bafd00d9e86,38609,0.366
scenario_89be4def-7c7e-45af-a647-b3672bbb6ce1,47636,0.366
scenario_c8dba0a1-fee5-42ad-9ecf-b9fcfdd0ced2,31591,0.366
scenario_19c44e21-c937-4229-808b-4287ee1c868f,130830,0.366
scenario_75c1e3dd-1442-49fc-8689-1b3ebaed45b2,82169,0.366
scenario_196161de-4526-413a-903b-5195de7421d9,807,0.366
scenario_fd2750c6-4760-47a1-9ed6-29f746cc9bb5,21817,0.366
scenario_c29d9b2a-b9b9-4c40-888d-7387d3d92659,88911,0.366
scenario_eddd8842-c4a2-44b1-9248-12ac5f7da82d,92381,0.366
scenario_aef6d9ee-9c7c-4930-bef0-893a8278fb91,11710,0.366
scenario_8e4f8e31-b0a9-4921-af19-12b9bdf8efaa,7730,0.366
scenario_36b6d54a-5165-40cb-aa3c-938b0e284725,2419,0.367
scenario_3ada0aa3-ca5d-446a-a410-b55b5568a119,157377,0.367
scenario_258a0332-658f-4dd1-846d-e822b14bb0ba,2699,0.367
scenario_51d5745f-faf6-42f1-b7e6-8972b0681ad1,68938,0.367
scenario_c354037d-3041-400c-aff5-719b6c830c96,220,0.367
scenario_f837e878-330c-4095-a758-2bd6e62086c9,40322,0.367
scenario_5ed6a596-c17e-49f4-a3c0-433f28b71c78,75287,0.367
scenario_dbb1db0c-3754-45e3-9490-275c6aebda09,106010,0.367
scenario_7133a632-4b4e-43c3-a431-64b5985ee589,91617,0.367
scenario_94160ada-0a10-45bd-b9d2-eed044dc7c3c,102058,0.367
scenario_d7707ffb-a72b-49e2-a1b5-31b4c4160684,108579,0.367
scenario_63d6d327-a593-45b0-8bd6-aba075f59fc7,6917,0.367
scenario_b77f0bcd-4355-4fba-81a1-d122acb559f1,10635,0.367
scenario_495bd903-6244-403f-b54e-002dde7a95e9,59049,0.367
scenario_271a1d49-c873-4f5b-80cc-096a763def62,55703,0.367
scenario_5f219d25-9734-4576-b55a-a53a53b3011e,15736,0.367
scenario_b6f8af76-0a26-4b15-b5af-4d58864a596d,10779,0.367
scenario_b9e94b6a-c4ee-4952-a6bf-32b95ed4fa6f,32384,0.367
scenario_766077b2-31ae-4467-9a0c-1e29a71ca05e,145669,0.367
scenario_b4f8574a-42fa-49d7-bb56-fd50a3e9bd35,33073,0.367
scenario_36401c2f-859b-456a-9ec3-749b8a2703a9,32234,0.367
scenario_ca26028b-7f84-4a80-8d0f-edf5bbaf1b60,113468,0.367
scenario_052aee53-1cdb-4afa-a7ee-17ea6c3c7109,AV,0.367
scenario_e27d7ab2-3392-4d52-9ae8-d894d72c7cae,48245,0.367
scenario_d685d11c-6f51-4351-bb16-78d59aaf2d74,91251,0.367
scenario_39145395-7f3b-4b8a-b5a7-d4cbe4f0078e,AV,0.367
scenario_917e0caa-8198-4203-bd8d-1759024a7442,145669,0.367
scenario_ec0d46a8-1479-4878-ae00-4fb9ccb8808f,81497,0.368
scenario_34b2e9b9-b600-40f0-b675-9eb5cbcbc994,16931,0.368
scenario_79fac05c-d6be-4b45-b4f2-90a58ec511c0,1377,0.368
scenario_19e8179f-2cd3-4913-a194-5bc2be939df4,13891,0.368
scenario_cda67683-027f-494e-ada4-de1f8d11a5ac,116171,0.368
scenario_49595757-3b98-4c47-ae44-528e207febea,57403,0.368
scenario_7e57a619-2df5-4dc7-bc1f-2b45deb3b109,70219,0.368
scenario_026d6ee5-f262-4f7c-b42c-6c2d912e2cda,37188,0.368
scenario_f73deb60-994a-4368-8880-10f1255f4595,AV,0.368
scenario_f6aaa788-450c-40bb-82f2-d58e8c79a2d2,223418,0.368
scenario_95353a04-f6fd-452d-8839-f27c0ad0891f,68406,0.368
scenario_0b49088f-ba83-4b2c-a319-3ad7fe4ec8dc,16257,0.368
scenario_38e82ba4-d832-4aa5-9822-eea00be3646b,79941,0.368
scenario_b58129d2-a104-4199-9abe-097cb64e671a,178,0.368
scenario_3e6c8b3c-a8bc-47d8-b0ef-250a963d879b,6546,0.368
scenario_142894fb-9edf-4217-b7db-c73be87eb3b6,2911,0.368
scenario_bcb3e4a0-f85c-4fc9-a3a3-5ed7f6c12ab6,88501,0.368
scenario_54b718ad-3652-42e1-b4fd-ec33beb6fc2d,169075,0.368
scenario_80c649ad-5062-42ad-bb29-ffbcd19dc7a4,247022,0.368
scenario_6b5b38c5-d16e-46fd-a15c-2b6625ffa1f3,5074,0.368
scenario_c98fcd8b-adbd-43bc-8968-6c0ddeded048,232062,0.368
scenario_718cc937-0727-40ea-a876-0cdbae775f13,7893,0.368
scenario_18ffd5ef-bdae-4984-a5ea-d2683941b021,28442,0.368
scenario_bce81aa4-f783-44c1-9bf6-13678a5c8a3a,81497,0.368
scenario_8830229a-6940-4edc-b972-a1e4b4ca8720,67063,0.368
scenario_b2e1fcab-4ad8-427d-9906-c3cba2beae3a,112870,0.368
scenario_6950c5ae-dd72-42d8-9d0f-5d5c021963e4,2571,0.368
scenario_a26b64f2-1409-405c-94bb-c17a1ac790fd,1724,0.368
scenario_7b5c28cf-096e-465b-97a0-71e886d89e43,71933,0.368
scenario_f0c20b30-6d7e-4bb9-b2ae-d0a3d719ada1,70227,0.368
scenario_c498e0ef-871f-4454-b536-1b9f5cb015ff,24705,0.368
scenario_bfdf52b2-ddba-4b30-8e30-a39569303b94,74884,0.368
scenario_8ec526ef-fdad-4070-ac92-d25e6300e4f2,40697,0.368
scenario_488f8f22-8a2d-4e4b-a682-49ceb0304168,19788,0.368
scenario_b11c5851-d419-4499-bf90-1ed8d44ec3c4,70816,0.368
scenario_eb845c5e-0609-4e7f-9d84-58ebae6b9ecc,3663,0.368
scenario_9f463c04-2a30-4624-8fc3-8bf7c112b32f,14915,0.368
scenario_be814119-4026-4d08-9d57-7dae4726ce08,5640,0.368
scenario_253bc914-78be-45d3-ac31-c1b5e7f3dba3,28436,0.368
scenario_48fb1715-44cd-4e6a-9ea1-95687017c3c3,33743,0.368
scenario_c5752103-0290-4928-8d48-db0030175ee4,AV,0.368
scenario_9233c425-e69d-439e-9e79-b4c074e64c46,61596,0.368
scenario_b1644552-401c-4e47-b587-71d3917f6c25,75070,0.368
scenario_c9fef1b6-e752-4a8a-8c45-612661b871be,228481,0.368
scenario_1376344e-50ef-466d-91dd-0ff247ad76a7,94363,0.368
scenario_5a5fc087-55ce-44d7-839e-951839d34250,34371,0.368
scenario_a5f8f39e-e0b6-443a-b78e-9f3d466d16a0,109831,0.368
scenario_ff9067e0-d2f9-4c56-908b-5816d99da5d0,182249,0.369
scenario_241fac9d-76b0-46fa-a381-b383fdda6734,98464,0.369
scenario_84936b4d-7df7-490d-af87-ca9badad3657,100248,0.369
scenario_25c5459a-330f-4324-845d-0296af543eae,19617,0.369
scenario_acaa29cf-0bd4-4413-b6bd-a86f0ace39b5,67092,0.369
scenario_e29ed6e6-8191-4611-a9d1-c0a417c31201,AV,0.369
scenario_2b969bfb-8a18-43a0-9530-844d7c0547ec,5886,0.369
scenario_44bcc1ad-c482-4f97-82e8-2a756a231c67,83559,0.369
scenario_fc5bd2c2-06bf-4814-bed0-e5e8735b4945,26224,0.369
scenario_fed6498a-aa9a-48a1-a427-a7c0f65e08cb,73362,0.369
scenario_53a3835b-42d8-4edb-a280-f15b7094d59c,3679,0.369
scenario_e8d5aff8-1075-4afe-9923-b0e810804fc3,22955,0.369
scenario_aaa72ca8-b62b-4aca-992b-ef3c96bfadcd,18203,0.369
scenario_5d7c53a9-a408-4a9c-a1ad-f623d1785b5e,40557,0.369
scenario_a2b71e61-d3b1-484c-893a-01f3478e56e0,11168,0.369
scenario_3c1870dc-f773-4880-8893-a64ade5f5a7d,132751,0.369
scenario_8d1226a8-0c95-42ff-9d18-2bf535912fda,3479,0.369
scenario_2191def7-3a53-4ee7-8adc-5afdb09c6046,50485,0.369
scenario_02673853-515f-4460-a508-d60812ee156c,35769,0.369
scenario_5d1c3710-1884-43e9-8ef3-cd5c5c713948,80520,0.369
scenario_ed13a6ec-0ad5-4d8f-97ce-1b7ed15eadb2,91096,0.369
scenario_4e3f8035-5dfb-4d0c-a44a-22e302daf676,57114,0.369
scenario_46f436ab-3217-493d-a31e-2bcffcb1ab91,146577,0.369
scenario_ce3431cb-c32d-469b-a8b0-6667c3ccf89c,81883,0.369
scenario_b48e1d9a-0cbb-485a-8a44-83ad084883cc,19094,0.369
scenario_e36ee584-5bd0-4984-997a-3e08ae4bec26,7495,0.369
scenario_04c81212-c6df-4593-9c0b-5e716326a766,9786,0.369
scenario_f9fd4979-eea4-4937-a861-7804728fe010,29027,0.369
scenario_bd12fa90-fc67-4196-b5a7-2603df02d196,AV,0.369
scenario_93590dc5-f5b6-4968-988a-6860a60cda33,17780,0.369
scenario_97716074-cbb0-4801-bbbc-67f685448a70,17468,0.369
scenario_7df4313c-4fcb-444d-b0ee-efb879a14b2d,77419,0.369
scenario_18fba665-d57b-42fe-87a0-58037e6c15d5,152486,0.369
scenario_5e35bfe8-58d0-4e27-8014-be4129694320,74585,0.369
scenario_897c1ae0-fb6d-40b8-9257-c6aeec298da9,182249,0.369
scenario_f7fda3dc-8927-4e5e-b930-5283606b6127,122051,0.369
scenario_9bac2e66-e33d-43d2-9d62-a1f4fa77b15d,58055,0.369
scenario_d439d3a6-b7c1-4b11-848e-92cb65757635,AV,0.369
scenario_b342a9b7-1867-4fcf-883b-5db5add89eb5,AV,0.369
scenario_47504d4f-676b-409b-b161-39ab9a59d430,60302,0.369
scenario_72410937-1bdc-4318-9a9e-cc77d9ccf579,10644,0.369
scenario_91d5329e-00e7-49be-9ea4-8cc73093d002,52151,0.369
scenario_ce0cffc6-3ff0-498d-be4b-66455197c382,122051,0.369
scenario_cdf4c004-81be-46bb-93b8-780311258342,2566,0.369
scenario_5269ea96-407d-43e9-83eb-3df8ed45270d,13245,0.369
scenario_aba9ee17-e1c5-4926-a39c-7d6fe45ca151,18731,0.369
scenario_b00d6f2e-ccc5-494f-bf17-aef40e852b1c,17780,0.369
scenario_b106952b-7f86-4f87-9cd2-c17dc16a5d60,95182,0.369
scenario_a64d438b-b99d-40fa-becd-638f164d555f,8005,0.369
scenario_3374440a-70bb-465c-ba9d-23d98e86c7b6,21179,0.369
scenario_afc13386-0214-4859-8f7d-f48db052a1d4,139344,0.369
scenario_0aa62c8a-8d05-49a4-a721-8f8ac600eac1,255793,0.369
scenario_a18de3bf-b356-4940-b968-24336b2d75f8,94693,0.369
scenario_7621d4ec-c2f1-4c09-a068-5be62f476c66,AV,0.369
scenario_ae4f4a3f-ac98-478b-ac28-f5c530547283,6530,0.369
scenario_d0721a14-88c3-4460-a3c7-49987af1a2a8,35844,0.369
scenario_17f937a6-c1f0-45f5-a592-fe885975d6e9,48335,0.37
scenario_717082b7-2357-44c6-b099-3dec6e0817c4,22430,0.37
scenario_d6c1a9b0-333a-4f30-a8cb-a27731e471d0,107795,0.37
scenario_5271fcc6-446f-489f-a404-7035d9e2c454,11513,0.37
scenario_1b2a4d3e-f727-4a50-8b41-61b8ac7116c3,28519,0.37
scenario_96e08a64-8aca-49cf-aa47-e37bd4b27ce6,94089,0.37
scenario_b6dfbbcb-b73d-420e-a52c-18e6a8ed20c5,54911,0.37
scenario_7f093f46-e9c1-4ac0-8e1c-06f22766afaa,50598,0.37
scenario_7447af06-88e9-49f3-b3de-8f3c32d47fcc,100777,0.37
scenario_20a5daa5-5059-48bc-b13f-84d7bc720c62,11543,0.37
scenario_6018914c-ab8b-4985-87a1-723b938bc8c9,50419,0.37
scenario_b5495d53-3d56-4bc3-8ab3-4a729f14ec62,51273,0.37
scenario_de367964-6f61-435a-b782-77611bde2cb6,9191,0.37
scenario_8d21db76-6e74-422a-9225-fb4b863a6dc5,60045,0.37
scenario_6ca19cb2-7960-47db-92ce-cf25ed0edb6d,7511,0.37
scenario_9756e58b-f72a-44db-b738-837758781899,141633,0.37
scenario_e8125872-3225-471a-ad08-fa3574704360,17416,0.37
scenario_fcf1e5c6-40ec-4276-9e7a-071c96be98f6,5908,0.37
scenario_7f50439f-dd06-4f57-b3b2-25fb19baf32f,46464,0.37
scenario_79e246ed-089a-4701-98c3-54a3be69d27c,49038,0.37
scenario_b7b66c50-28e7-40a2-9b25-dabe4149668b,124767,0.37
scenario_9e22db71-7cc2-426b-a8be-7ee417e316be,5201,0.37
scenario_9375942b-3db5-4678-baeb-6e030c9be379,170923,0.37
scenario_039fbfc0-99b8-4cab-a668-28dc5f22046a,73096,0.37
scenario_2a29fa18-2dc9-4356-92a6-1007b6345450,21497,0.37
scenario_7cd8cb93-737a-49bd-9315-0d986290a900,11168,0.37
scenario_e3b6ea51-a39c-4de5-9547-e80895846ff3,97227,0.37
scenario_5e7653fd-65aa-46e7-a529-cd698f9d96cf,24989,0.37
scenario_1e116d1e-e258-401e-964b-b961bc1a5fe2,6854,0.37
scenario_046192f7-feff-425b-b356-cd23a3df8d03,54906,0.37
scenario_f2ddc566-9a99-4e27-8b68-206c6598d98c,37410,0.37
scenario_3e4c2753-01fa-4c5b-b920-5f9c32ff3650,5978,0.37
scenario_ec76f51e-7d44-4b09-8b3f-67d42601560f,75523,0.37
scenario_ae49433a-f8d6-4c79-82d6-f2ab3d9e8a6b,89630,0.37
scenario_181eddcf-bfe9-4ae9-aad3-94f7724e9f22,25178,0.37
scenario_a0722916-546e-43d7-84f7-ecc78bcb7637,3720,0.37
scenario_57dd5ac3-0dd2-47c0-bb56-4b39bdf78b9a,22114,0.37
scenario_e6f5e173-8869-4c4a-9c64-f07ad73769d3,73096,0.37
scenario_48ca44ac-bcee-49cb-8171-b7180d2de63e,52179,0.37
scenario_341e54fc-1b26-4440-bc1c-44dc8ea4c9b6,3776,0.37
scenario_3ce3ebd1-6d1e-48dd-9996-d782d568a758,134112,0.37
scenario_e0dfc521-7b7b-4c6d-adbd-33397f9171b3,41190,0.37
scenario_4cdf29a1-c1a1-4fca-a427-dcd8107c9e7c,157422,0.37
scenario_d99b5865-a7ac-4b12-ab99-214da72be858,AV,0.37
scenario_ee07bc6b-5562-4a84-a3b5-4b5a4c8f902a,165972,0.37
scenario_b184cb92-4403-4f89-95b2-7a14eba94de7,121036,0.37
scenario_f24acda6-76f2-407d-ab2b-aa208e8e9b90,115892,0.37
scenario_7054a66e-cd9f-45c8-a55a-cd983fe75762,50482,0.37
scenario_d8fa2b37-01f0-425a-86fa-8cf028aac5cd,56678,0.37
scenario_0003e31e-8142-47af-9215-b8a306a31bc9,134849,0.37
scenario_e49b0b6c-f49f-47f6-898e-3ba86a63f094,103917,0.37
scenario_74ed65c6-383b-4e46-ac53-9e0283f75b11,62157,0.37
scenario_26d74e9c-bcf7-4b14-acd2-c17bf86dd0d6,AV,0.37
scenario_423d75e8-b7f4-40d4-b640-f20a5b814fad,23794,0.37
scenario_a646a46c-edba-4573-ae37-b8363c2099e7,163154,0.371
scenario_d0276bc8-5ffc-4b9c-ac57-4d189049402d,179851,0.371
scenario_5367da0e-3bbb-448e-92ca-7d4968573e51,27359,0.371
scenario_2cc1c61a-477b-465a-82a9-f94944d5a67f,2140,0.371
scenario_0e3bbb9e-52ba-488c-aac5-b4bca9cda266,59830,0.371
scenario_119f604d-601e-4c90-8718-8dce2bb60288,137,0.371
scenario_beb6acfb-ad75-4723-8e38-33d7c8aef334,100051,0.371
scenario_9435c544-c1c6-486f-8d61-112819b77b6a,85104,0.371
scenario_118f633c-442f-4c75-ab58-8c6ba8e3f7dd,41421,0.371
scenario_757fd470-a803-4070-92dc-1d2d44207f6b,39190,0.371
scenario_9f81fc0b-221b-473e-8041-db3741a62973,7124,0.371
scenario_7220dce1-3b06-4072-8bc8-1013a4aeccbc,143146,0.371
scenario_5d973d5a-3be7-41ae-88ec-061e9a7ff295,AV,0.371
scenario_e2feea4d-b7b5-4480-9753-b72682abdd85,119277,0.371
scenario_4849297a-9ba9-4741-a000-8ce936d6f227,22075,0.371
scenario_b1ad25c9-9a79-43ba-baf3-2d60358ecaa9,27049,0.371
scenario_f361ad17-e42b-44bd-822b-a0b717a1f922,31735,0.371
scenario_631226d6-8ae0-4d57-b457-6863caa798ea,32750,0.371
scenario_8e6bc691-2ffd-4d92-a4db-8b34c349098b,57264,0.371
scenario_21c40f86-eb93-43b1-9b70-d4af8f724e9b,19450,0.371
scenario_00e4cc92-d261-4ec5-ba48-592e685b47a4,61020,0.371
scenario_0e85d229-d3f4-4cb0-b4ed-0dc5e5d7173f,102574,0.371
scenario_857152da-4d2a-4632-b595-753b4de30382,69704,0.371
scenario_e1568ec5-4f37-41c0-81cb-6f0b506b0a03,34202,0.371
scenario_84164876-c7fe-42b4-b2c4-9c0003094b0d,16404,0.371
scenario_2dbadb9b-75e0-4f35-a41b-5bc9d631f199,578,0.371
scenario_c89b2881-792a-40cb-a587-6b07993435c3,86788,0.371
scenario_0baf6581-8ef4-4b9c-b583-6b2f34b5415d,31043,0.371
scenario_33a6283f-059f-4ca3-94f5-2dc281bb9dc9,74524,0.371
scenario_8c8d9b15-4ad1-4969-90fb-8270fd4099af,87824,0.371
scenario_3d1cdb13-27fe-4b94-9f64-2ca29f3a24d5,10712,0.371
scenario_a673c89e-4d11-4e00-8d3b-c5445fb88963,42864,0.371
scenario_b919fbcf-7192-44d8-849f-a00e5bac6c19,63403,0.371
scenario_e3490008-c534-4a44-ab59-c35479aef910,21083,0.371
scenario_c34a402f-eed3-4c45-babb-e2404cf93261,31492,0.371
scenario_0e2e779c-9a58-4595-90f3-dc71543af717,49073,0.371
scenario_dfef41ed-6fab-4678-bf08-f51575d9be71,32089,0.371
scenario_b691b5fa-d3e0-4263-83b8-f8bd7f577a05,46524,0.371
scenario_9c37f150-7963-47e7-bdab-025e92edde18,92844,0.371
scenario_93ddda4a-62a4-40fc-9c4c-638af795667d,125000,0.371
scenario_f9d50a05-a52b-477c-9bdf-13e101a6fd4c,107477,0.371
scenario_96195b48-3851-4cd4-8d6a-2f4f24fa556e,110371,0.371
scenario_9e2db2b0-227f-48a0-afa0-fdbe0c448f73,27180,0.371
scenario_a5e8a8c5-71a6-4e4c-ac36-3fa71f65e271,27359,0.371
scenario_b9c0823b-c00f-4c60-aaad-b68849853656,3355,0.371
scenario_5ad410f9-02c6-4da0-bce2-03bd1121785a,123786,0.371
scenario_22b8447e-c112-4bcd-ad1d-9de196f77216,135253,0.371
scenario_32ac3233-00e3-4a68-8972-a74662cebeb7,148146,0.372
scenario_f56f0ff8-627f-409b-b1d9-34abe1d569a1,2088,0.372
scenario_59167dca-c290-47e0-9314-5d409c0741fb,24047,0.372
scenario_a4e55f01-f059-4aff-90e0-cbba6f233141,4574,0.372
scenario_88a5e4f7-ed6f-4f04-b794-c03152b4dd50,AV,0.372
scenario_2e323e43-e591-439b-97e3-7fa26701d146,109979,0.372
scenario_b5530a99-4907-43e3-9532-3053af9a4b87,10762,0.372
scenario_f9c1d44d-3e3d-45e8-89e3-3393ad6e4d05,12517,0.372
scenario_6ccda4f4-7ff9-45a2-ae4d-0ad1130a6ba4,21559,0.372
scenario_4a384b6f-3542-4aa2-ab00-3784549ba01e,35641,0.372
scenario_2cb283ba-c4c4-4ddb-915b-9e0b038d1176,14331,0.372
scenario_7915eae1-5b65-487b-ba44-d8f35beeecec,12067,0.372
scenario_e1d92b14-c052-4fa3-87d5-de56ea931959,34819,0.372
scenario_d9072098-8069-47f5-97a2-ef3e8e60718f,AV,0.372
scenario_d2cbdde8-b674-40a3-b471-28d97c8e5b1c,274807,0.372
scenario_47f5b1b2-802c-428b-939e-593dad5af0af,148067,0.372
scenario_5fee0218-f1e0-48ec-aa4b-dbf8a6d22d98,31878,0.372
scenario_b6e4f9ba-0914-46bf-9ab2-7b7dcc5be3ae,66655,0.372
scenario_c8019190-ef42-4915-9179-bb468f4c2cf0,3453,0.372
scenario_38db129e-b522-4086-8976-eaaa23d0c424,34457,0.372
scenario_fdffb999-e106-43bc-8339-112b599c1eb9,21604,0.372
scenario_afb45f60-ae81-4993-ae68-9125eeeb098d,18722,0.372
scenario_4c293c18-86b9-4e9b-aef4-b589d44fc2cb,196849,0.372
scenario_e3de9766-70fb-4b07-99f0-d0da2a590996,11378,0.372
scenario_2a041c3a-9716-472d-a1a2-0f4bf88fc663,16303,0.372
scenario_d3850386-b2b4-4dd7-a861-b96eb399345d,93268,0.372
scenario_5a4bf46b-7ce5-4200-a39a-1cabd1134045,26761,0.372
scenario_e956f7a4-0d00-471d-b338-b9bdc8857812,242340,0.372
scenario_5e50985c-7d47-475a-9da5-213486ad83f5,14444,0.372
scenario_30a06c8f-3768-4366-a289-51486ea0b130,4736,0.372
scenario_0b177fd7-b288-4946-afe3-3e59f8c03d01,9731,0.372
scenario_9ddb9c18-ec97-4131-9ef8-0fc561de107e,32018,0.372
scenario_846d59b3-014e-4c75-8d2e-7f2ededa8e13,75804,0.372
scenario_a96d00e5-34da-4a0a-8344-8a56f941524e,137379,0.372
scenario_79c6e699-5be7-4594-aec5-a19b49f37738,10460,0.372
scenario_6e5ca190-7ca6-40b7-8db0-0038ac53ff22,10762,0.372
scenario_3b933e4f-170b-4866-8ad2-9ddc1e43b392,58447,0.372
scenario_632cadee-9400-4d1a-8b15-c0431dcd107a,89564,0.372
scenario_5a99799b-9b5b-4b18-abc1-2570bb4c5b8f,63390,0.372
scenario_302ab5ec-c4e8-49e8-9b34-2753d78c1409,81282,0.372
scenario_38cbe516-83a9-4a37-93f6-b14d2a1072ed,103611,0.372
scenario_5220a408-ede8-4163-ba1a-956385dfc598,16434,0.372
scenario_5accdd14-ff9f-4e14-aa3e-bd2cf7b88f1d,AV,0.372
scenario_e153e1c6-25df-4a7a-a9db-07e21bc9c3fb,90527,0.372
scenario_e01a5d7f-d468-429d-97f4-e1dcdf937112,4596,0.373
scenario_bf11a919-9975-4d2c-93f3-51ae67f69519,74652,0.373
scenario_5762de87-bf11-4556-b706-c8f5d13a83fc,121410,0.373
scenario_a4da220f-23a2-4c64-94d2-65b495ea471f,61392,0.373
scenario_f6fbe92d-ad54-4ad6-95bd-37bf67ddbcdb,60994,0.373
scenario_53e43925-1ea6-4acb-b1ca-bd923a6fa2c0,12186,0.373
scenario_f12ecc45-0067-4756-a697-a04021028094,33996,0.373
scenario_19680854-945d-4df5-afe4-9b9fff98dec8,21396,0.373
scenario_6d6a52c3-dda8-4859-8c67-8bc4e8b79878,55682,0.373
scenario_dd3603ab-b36c-4f52-8183-c65bdd8dfdf6,65840,0.373
scenario_f10f35bd-16dc-484b-bb2f-21471b175f75,70435,0.373
scenario_b1368117-a432-4a6c-a0be-ecf8bfde8f81,19513,0.373
scenario_245807f7-4c86-40af-b827-717b2fd44bcf,31518,0.373
scenario_5a8ba42a-a003-4459-976c-273c571a1fef,82169,0.373
scenario_79540bc0-06e8-433a-9853-e6fedc5fb33d,18991,0.373
scenario_716854bb-51aa-475e-924e-99b1a0e5ca75,13207,0.373
scenario_5b77184c-5822-448f-b210-f78be9c981ef,26960,0.373
scenario_4402b8c3-1d5f-4803-a3a5-106f34d63010,36601,0.373
scenario_0909057c-75e0-4e54-9f58-742d73efa7ca,29292,0.373
scenario_9cb3dd72-63b9-4fc1-9a14-28c2a5000486,79333,0.373
scenario_014c7afe-b0d5-4d99-a886-c753924979b7,AV,0.373
scenario_f747cbfd-a841-4b11-aefa-4ce6bad9f7cd,125817,0.373
scenario_f72a9f25-fb95-4433-9eae-f10b9c28f6b8,192221,0.373
scenario_93dfd494-fa72-4379-b0d5-c4025c631a09,20042,0.373
scenario_691bac32-3511-467c-92b3-43463eafc9a2,110736,0.373
scenario_de3fcdf7-fce1-47ea-b95f-bf466bdbf1b1,138111,0.373
scenario_1475d9fd-2674-4e74-9572-309bf1cb264d,60994,0.373
scenario_41c92ac7-3919-4976-9744-e560646e351b,150157,0.373
scenario_ad905093-8c2d-429b-b6f7-4eb435fba900,11940,0.373
scenario_c0885c40-23d8-4ae3-8162-c58ccd47efa0,63254,0.373
scenario_0fa40bd4-aa8b-4126-b5f5-c0c532a8bf27,59745,0.373
scenario_4f3aee82-bb07-43f7-a9bf-bd515e7da5ed,146747,0.373
scenario_a9211951-f7cc-45cb-abc9-be0f8faa4d44,114080,0.373
scenario_1ab7d543-edba-4567-a552-8b88e15d93f8,9292,0.373
scenario_f488881c-b4d3-4d46-8797-255b9dbe737f,140,0.373
scenario_59a6b256-4200-419d-9747-574db44bbc53,35094,0.373
scenario_efa9f507-9280-4058-92de-f1b2e3af652f,286196,0.373
scenario_badd85c6-2e27-4314-9dee-82a0fe54e897,AV,0.373
scenario_7eced8e3-2ce7-4dd7-9f77-63b1ff51ddda,146780,0.373
scenario_e4d7286c-c3a3-42d4-a5b4-f9479889091e,79240,0.373
scenario_1e7b1c64-123d-405a-8614-8f7d6aafa3f2,102142,0.373
scenario_77b97796-1ad5-45b4-aa89-44badba2f103,20911,0.373
scenario_33b26450-2d0b-4a0a-b493-d69b8b54ac9a,19361,0.373
scenario_22e0a52a-ceda-4932-904e-6954e7d66016,58919,0.373
scenario_3c822643-f329-4dd5-ad63-1d24bef7117c,142886,0.373
scenario_bddf941a-6bee-4c89-9793-2658df654cea,4631,0.373
scenario_bdf2c098-2ceb-4f57-be49-1eec219191bb,31237,0.373
scenario_6d82f154-c022-46bd-947c-35febbd682cb,44274,0.373
scenario_e2d6c9b8-a104-4ecc-88ae-4d4b8ed1dc06,19839,0.373
scenario_ddebaf0d-2c2b-4dfd-a0aa-95c1f284f31a,127022,0.373
scenario_4292c813-e694-40a8-ad06-c3e2ed00963e,7114,0.373
scenario_f0b5ec87-fe19-4bcb-b626-ceb1696bc3bb,1855,0.373
scenario_062ec4f1-21b4-4bc0-baf4-d4f9ce04cdc2,14310,0.374
scenario_c09fe946-5b23-4237-a3a8-2be1ec9f6d00,74249,0.374
scenario_a3250529-0ed1-482f-a647-e37347abc281,44011,0.374
scenario_83fa4b07-9f2f-4bd3-b643-25611e4b6eaf,56732,0.374
scenario_89a43f42-c7eb-41a8-a320-c9b42ac0fa29,33118,0.374
